No,ExpNo,FileCode,PhotoCode,ExtractionType,ExpCode,DAI,Host,HostVariety,Treatment,Condition,Dilution,techRep,isoRepNumber,sampleNumber,ExposureTreatment,chl
153,ES2,DSC_0262.sample3.clean.chl.csv,NA,Digital,ES2_51,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem1,isolateRep1,sample3,raw,12.596
154,ES2,DSC_0387.sample.clean.chl.csv,NA,Digital,ES2_52,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem1,isolateRep2,NA,raw,8.93
155,ES2,DSC_0387.sample2.clean.chl.csv,NA,Digital,ES2_52,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem1,isolateRep2,NA,raw,0
156,ES2,DSC_0387.sample3.clean.chl.csv,NA,Digital,ES2_52,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem1,isolateRep2,NA,raw,12.365
157,ES2,DSC_0455.sample.clean.chl.csv,NA,Digital,ES2_53,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem2,isolateRep1,sample1,raw,12.764
158,ES2,DSC_0455.sample2.clean.chl.csv,NA,Digital,ES2_53,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem2,isolateRep1,sample2,raw,17.678
159,ES2,DSC_0455.sample3.clean.chl.csv,NA,Digital,ES2_53,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem2,isolateRep1,sample3,raw,23.493
160,ES2,NA,NA,Digital,ES2_54,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem2,isolateRep2,sample1,raw,NA
161,ES2,NA,NA,Digital,ES2_54,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem2,isolateRep2,sample2,raw,NA
162,ES2,NA,NA,Digital,ES2_54,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem2,isolateRep2,sample3,raw,NA
163,ES2,DSC_0314.mod.sample.clean.chl.csv,NA,Digital,ES2_55,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem2,isolateRep1,sample1,raw,87.367
164,ES2,DSC_0314.mod.sample2.clean.chl.csv,NA,Digital,ES2_55,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem2,isolateRep1,sample2,raw,78.717
165,ES2,DSC_0314.mod.sample3.clean.chl.csv,NA,Digital,ES2_55,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem2,isolateRep1,sample3,raw,19.945
166,ES2,NA,NA,Digital,ES2_56,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem2,isolateRep2,sample1,raw,NA
167,ES2,NA,NA,Digital,ES2_56,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem2,isolateRep2,sample2,raw,NA
168,ES2,NA,NA,Digital,ES2_56,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem2,isolateRep2,sample3,raw,NA
169,ES2,NA,NA,Digital,ES2_57,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem3,isolateRep1,sample1,raw,NA
170,ES2,NA,NA,Digital,ES2_57,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem3,isolateRep1,sample2,raw,NA
171,ES2,NA,NA,Digital,ES2_57,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem3,isolateRep1,sample3,raw,NA
172,ES2,DSC_0514.mod.sample.clean.chl.csv,NA,Digital,ES2_58,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem3,isolateRep2,sample1,raw,11.904
173,ES2,DSC_0514.mod.sample2.clean.chl.csv,NA,Digital,ES2_58,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem3,isolateRep2,sample2,raw,18.263
174,ES2,DSC_0514.mod.sample3.clean.chl.csv,NA,Digital,ES2_58,14DAI,Soybean,AG4632,DMCC2127,Shaking,25fold,Stem3,isolateRep2,sample3,raw,15.718
175,ES2,DSC_0318.sample.clean.chl.csv,NA,Digital,ES2_59,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem3,isolateRep1,sample1,raw,0
176,ES2,DSC_0318.sample2.clean.chl.csv,NA,Digital,ES2_59,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem3,isolateRep1,sample2,raw,0
177,ES2,DSC_0318.sample3.clean.chl.csv,NA,Digital,ES2_59,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem3,isolateRep1,sample3,raw,0
178,ES2,DSC_0468.sample.clean.chl.csv,NA,Digital,ES2_60,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem3,isolateRep2,sample1,raw,33.269
179,ES2,DSC_0468.sample2.clean.chl.csv,NA,Digital,ES2_60,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem3,isolateRep2,sample2,raw,37.528
180,ES2,DSC_0468.sample3.clean.chl.csv,NA,Digital,ES2_60,14DAI,Soybean,AG4632,DMCC2127,Shaking,100fold,Stem3,isolateRep2,sample3,raw,35.624
181,ES2,DSC_0317.sample.clean.chl.csv,NA,Digital,ES2_61,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem1,isolateRep1,sample1,raw,112.319
182,ES2,DSC_0317.sample2.clean.chl.csv,NA,Digital,ES2_61,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem1,isolateRep1,sample2,raw,70.982
183,ES2,DSC_0317.sample3.clean.chl.csv,NA,Digital,ES2_61,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem1,isolateRep1,sample3,raw,47.885
184,ES2,DSC_0437.sample.clean.chl.csv,NA,Digital,ES2_62,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem1,isolateRep2,sample1,raw,12.201
185,ES2,DSC_0437.sample2.clean.chl.csv,NA,Digital,ES2_62,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem1,isolateRep2,sample2,raw,0
186,ES2,DSC_0437.sample3.clean.chl.csv,NA,Digital,ES2_62,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem1,isolateRep2,sample3,raw,0
187,ES2,DSC_0172.sample.clean.chl.csv,NA,Digital,ES2_63,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem1,isolateRep1,sample1,raw,56.948
188,ES2,DSC_0172.sample2.clean.csv,NA,Digital,ES2_63,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem1,isolateRep1,sample2,raw,166.162
189,ES2,DSC_0172.sample3.clean.chl.csv,NA,Digital,ES2_63,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem1,isolateRep1,sample3,raw,167.994
190,ES2,DSC_0395.sample.clean.chl.csv,NA,Digital,ES2_64,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem1,isolateRep2,sample1,raw,166.201
191,ES2,DSC_0395.sample2.clean.chl.csv,NA,Digital,ES2_64,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem1,isolateRep2,sample2,raw,143.569
192,ES2,DSC_0395.sample3.clean.chl.csv,NA,Digital,ES2_64,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem1,isolateRep2,sample3,raw,134.934
193,ES2,NA,NA,Digital,ES2_65,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem2,isolateRep1,sample1,raw,NA
194,ES2,NA,NA,Digital,ES2_65,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem2,isolateRep1,sample2,raw,NA
195,ES2,NA,NA,Digital,ES2_65,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem2,isolateRep1,sample3,raw,NA
196,ES2,DSC_0363.mod.sample.clean.chl.csv,NA,Digital,ES2_66,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem2,isolateRep2,sample1,raw,9.716
197,ES2,DSC_0363.mod.sample2.clean.chl.csv,NA,Digital,ES2_66,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem2,isolateRep2,sample2,raw,11.876
198,ES2,DSC_0363.mod.sample3.clean.chl.csv,NA,Digital,ES2_66,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem2,isolateRep2,sample3,raw,0
199,ES2,DSC_0366.sample.clean.chl.csv,NA,Digital,ES2_67,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem2,isolateRep1,sample1,raw,11.624
200,ES2,DSC_0366.sample2.clean.chl.csv,NA,Digital,ES2_67,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem2,isolateRep1,sample2,raw,0
201,ES2,DSC_0366.sample3.clean.chl.csv,NA,Digital,ES2_67,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem2,isolateRep1,sample3,raw,16.176
202,ES2,NA,NA,Digital,ES2_68,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem2,isolateRep2,sample1,raw,NA
203,ES2,NA,NA,Digital,ES2_68,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem2,isolateRep2,sample2,raw,NA
204,ES2,NA,NA,Digital,ES2_68,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem2,isolateRep2,sample3,raw,NA
205,ES2,DSC_0244.sample.clean.chl.csv,NA,Digital,ES2_69,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem3,isolateRep1,sample1,raw,0
206,ES2,DSC_0244.sample2.clean.chl.csv,NA,Digital,ES2_69,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem3,isolateRep1,sample2,raw,0
207,ES2,DSC_0244.sample3.clean.chl.csv,NA,Digital,ES2_69,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem3,isolateRep1,sample3,raw,0
208,ES2,DSC_0378.sample.clean.chl.csv,NA,Digital,ES2_70,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem3,isolateRep2,sample1,raw,8.129
209,ES2,DSC_0378.sample2.clean.chl.csv,NA,Digital,ES2_70,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem3,isolateRep2,sample2,raw,15.518
210,ES2,DSC_0378.sample3.clean.chl.csv,NA,Digital,ES2_70,14DAI,Soybean,AG4632,DMCC2127,Stationary,25fold,Stem3,isolateRep2,sample3,raw,15.654
211,ES2,DSC_0374.sample.clean.chl.csv,NA,Digital,ES2_71,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem3,isolateRep1,sample1,raw,49.444
212,ES2,DSC_0374.sample2.clean.chl.csv,NA,Digital,ES2_71,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem3,isolateRep1,sample2,raw,0
213,ES2,DSC_0374.sample3.clean.chl.csv,NA,Digital,ES2_71,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem3,isolateRep1,sample3,raw,19.99
214,ES2,DSC_0495.mod.sample.clean.chl.csv,NA,Digital,ES2_72,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem3,isolateRep2,sample1,raw,93.763
215,ES2,DSC_0495.mod.sample2.clean.chl.csv,NA,Digital,ES2_72,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem3,isolateRep2,sample2,raw,85.555
216,ES2,DSC_0495.mod.sample3.clean.chl.csv,NA,Digital,ES2_72,14DAI,Soybean,AG4632,DMCC2127,Stationary,100fold,Stem3,isolateRep2,sample3,raw,151.504
217,ES2,DSC_0489.mod.sample.clean.chl.csv,NA,Digital,ES2_73,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem1,isolateRep1,sample1,raw,123.094
218,ES2,DSC_0489.mod.sample2.clean.chl.csv,NA,Digital,ES2_73,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem1,isolateRep1,sample2,raw,228.71
219,ES2,DSC_0489.mod.sample3.clean.chl.csv,NA,Digital,ES2_73,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem1,isolateRep1,sample3,raw,282.574
220,ES2,DSC_0474.mod.sample.clean.chl.csv,NA,Digital,ES2_74,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem1,isolateRep2,sample1,raw,185.445
221,ES2,DSC_0474.mod.sample2.clean.chl.csv,NA,Digital,ES2_74,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem1,isolateRep2,sample2,raw,211.905
222,ES2,DSC_0474.mod.sample3.clean.chl.csv,NA,Digital,ES2_74,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem1,isolateRep2,sample3,raw,228.858
223,ES2,DSC_0267.mod.sample.clean.chl.csv,NA,Digital,ES2_75,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem1,isolateRep1,sample1,raw,128.523
224,ES2,DSC_0267.mod.sample2.clean.chl.csv,NA,Digital,ES2_75,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem1,isolateRep1,sample2,raw,210.241
225,ES2,DSC_0267.mod.sample3.clean.chl.csv,NA,Digital,ES2_75,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem1,isolateRep1,sample3,raw,290.35
226,ES2,DSC_0257.mod.sample.clean.chl.csv,NA,Digital,ES2_76,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem1,isolateRep2,sample1,raw,148.856
227,ES2,DSC_0257.mod.sample2.clean.chl.csv,NA,Digital,ES2_76,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem1,isolateRep2,sample2,raw,203.658
228,ES2,DSC_0257.mod.sample3.clean.chl.csv,NA,Digital,ES2_76,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem1,isolateRep2,sample3,raw,289.656
229,ES2,NA,NA,Digital,ES2_77,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem2,isolateRep1,sample1,raw,NA
230,ES2,NA,NA,Digital,ES2_77,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem2,isolateRep1,sample2,raw,NA
231,ES2,NA,NA,Digital,ES2_77,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem2,isolateRep1,sample3,raw,NA
232,ES2,DSC_0297.sample.clean.chl.csv,NA,Digital,ES2_78,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem2,isolateRep2,sample1,raw,159.601
233,ES2,DSC_0297.sample2.clean.chl.csv,NA,Digital,ES2_78,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem2,isolateRep2,sample2,raw,167.902
234,ES2,DSC_0297.sample3.clean.chl.csv,NA,Digital,ES2_78,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem2,isolateRep2,sample3,raw,177.714
235,ES2,DSC_0294.mod.sample.clean.chl.csv,NA,Digital,ES2_79,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem2,isolateRep1,sample1,raw,139.015
236,ES2,DSC_0294.mod.sample2.clean.chl.csv,NA,Digital,ES2_79,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem2,isolateRep1,sample2,raw,241.946
237,ES2,DSC_0294.mod.sample3.clean.chl.csv,NA,Digital,ES2_79,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem2,isolateRep1,sample3,raw,301.867
238,ES2,DSC_0482.mod.sample.clean.chl.csv,NA,Digital,ES2_80,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem2,isolateRep2,sample1,raw,130.279
239,ES2,DSC_0482.mod.sample2.clean.chl.csv,NA,Digital,ES2_80,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem2,isolateRep2,sample1,raw,201.46
240,ES2,DSC_0482.mod.sample3.clean.chl.csv,NA,Digital,ES2_80,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem2,isolateRep2,sample1,raw,280.083
241,ES2,DSC_0499.mod.sample.clean.chl.csv,NA,Digital,ES2_81,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem3,isolateRep1,sample1,raw,202.177
242,ES2,DSC_0499.mod.sample2.clean.chl.csv,NA,Digital,ES2_81,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem3,isolateRep1,sample2,raw,214.82
243,ES2,DSC_0499.mod.sample3.clean.chl.csv,NA,Digital,ES2_81,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem3,isolateRep1,sample3,raw,225.177
244,ES2,DSC_0337.mod.sample.clean.chl.csv,NA,Digital,ES2_82,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem3,isolateRep2,sample1,raw,163.606
245,ES2,DSC_0337.mod.sample2.clean.chl.csv,NA,Digital,ES2_82,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem3,isolateRep2,sample2,raw,245.786
246,ES2,DSC_0337.mod.sample3.clean.chl.csv,NA,Digital,ES2_82,14DAI,Soybean,AG4632,DMCC2966,Shaking,25fold,Stem3,isolateRep2,sample3,raw,239.87
247,ES2,DSC_0286.mod.sample.clean.chl.csv,NA,Digital,ES2_83,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem3,isolateRep1,sample1,raw,279.567
248,ES2,DSC_0286.mod.sample2.clean.chl.csv,NA,Digital,ES2_83,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem3,isolateRep1,sample2,raw,272.829
249,ES2,DSC_0286.mod.sample3.clean.chl.csv,NA,Digital,ES2_83,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem3,isolateRep1,sample3,raw,224.182
250,ES2,DSC_0540.mod.sample.clean.chl.csv,NA,Digital,ES2_84,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem3,isolateRep2,sample1,raw,159.112
251,ES2,DSC_0540.mod.sample2.clean.chl.csv,NA,Digital,ES2_84,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem3,isolateRep2,sample2,raw,239.54
252,ES2,DSC_0540.mod.sample3.clean.chl.csv,NA,Digital,ES2_84,14DAI,Soybean,AG4632,DMCC2966,Shaking,100fold,Stem3,isolateRep2,sample3,raw,290.08
253,ES2,DSC_0548.sample.clean.chl.csv,NA,Digital,ES2_85,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem1,isolateRep1,sample1,raw,8.95
254,ES2,DSC_0548.sample2.clean.chl.csv,NA,Digital,ES2_85,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem1,isolateRep1,sample2,raw,13.52
255,ES2,DSC_0548.sample3.clean.chl.csv,NA,Digital,ES2_85,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem1,isolateRep1,sample3,raw,0
256,ES2,DSC_0189.mod.sample.clean.chl.csv,NA,Digital,ES2_86,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem1,isolateRep2,sample1,raw,109.985
257,ES2,DSC_0189.mod.sample2.clean.chl.csv,NA,Digital,ES2_86,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem1,isolateRep2,sample2,raw,195.055
258,ES2,DSC_0189.mod.sample3.clean.chl.csv,NA,Digital,ES2_86,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem1,isolateRep2,sample3,raw,237.755
259,ES2,DSC_0190.mod.sample.clean.chl.csv,NA,Digital,ES2_87,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem1,isolateRep1,sample1,raw,108.579
260,ES2,DSC_0190.mod.sample.clean.chl.csv,NA,Digital,ES2_87,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem1,isolateRep1,sample2,raw,0
261,ES2,DSC_0190.mod.sample.clean.chl.csv,NA,Digital,ES2_87,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem1,isolateRep1,sample3,raw,0
262,ES2,NA,NA,Digital,ES2_88,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem1,isolateRep2,sample1,raw,NA
263,ES2,NA,NA,Digital,ES2_88,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem1,isolateRep2,sample2,raw,NA
264,ES2,NA,NA,Digital,ES2_88,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem1,isolateRep2,sample3,raw,NA
265,ES2,DSC_0349.mod.sample.clean.chl.csv,NA,Digital,ES2_89,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem2,isolateRep1,NA,raw,208.22
266,ES2,DSC_0349.mod.sample2.clean.chl.csv,NA,Digital,ES2_89,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem2,isolateRep1,NA,raw,231.339
267,ES2,DSC_0349.mod.sample3.clean.chl.csv,NA,Digital,ES2_89,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem2,isolateRep1,NA,raw,333.273
268,ES2,DSC_0289.mod.sample.clean.chl.csv,NA,Digital,ES2_90,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem2,isolateRep2,sample1,raw,91.976
269,ES2,DSC_0289.mod.sample2.clean.chl.csv,NA,Digital,ES2_90,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem2,isolateRep2,sample2,raw,82.616
270,ES2,DSC_0289.mod.sample3.clean.chl.csv,NA,Digital,ES2_90,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem2,isolateRep2,sample3,raw,0
271,ES2,DSC_0559.mod.sample.clean.chl.csv,NA,Digital,ES2_91,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem2,isolateRep1,sample1,raw,118.405
272,ES2,DSC_0559.mod.sample2.clean.chl.csv,NA,Digital,ES2_91,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem2,isolateRep1,sample2,raw,176.854
273,ES2,DSC_0559.mod.sample3.clean.chl.csv,NA,Digital,ES2_91,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem2,isolateRep1,sample3,raw,86.859
274,ES2,DSC_0237.mod.sample.clean.chl.csv,NA,Digital,ES2_92,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem2,isolateRep2,sample1,raw,163.908
275,ES2,DSC_0237.mod.sample2.clean.chl.csv,NA,Digital,ES2_92,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem2,isolateRep2,sample1,raw,289.798
276,ES2,DSC_0237.mod.sample3.clean.chl.csv,NA,Digital,ES2_92,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem2,isolateRep2,sample2,raw,240.059
277,ES2,DSC_0403.mod.sample.clean.chl.csv,NA,Digital,ES2_93,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem3,isolateRep1,sample1,raw,130.323
278,ES2,DSC_0403.mod.sample2.clean.chl.csv,NA,Digital,ES2_93,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem3,isolateRep1,sample2,raw,210.46
279,ES2,DSC_0403.mod.sample3.clean.chl.csv,NA,Digital,ES2_93,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem3,isolateRep1,sample3,raw,309.266
280,ES2,DSC_0353.mod.sample.clean.chl.csv,NA,Digital,ES2_94,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem3,isolateRep2,sample1,raw,120.012
281,ES2,DSC_0353.mod.sample2.clean.chl.csv,NA,Digital,ES2_94,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem3,isolateRep2,sample1,raw,196.034
282,ES2,DSC_0353.mod.sample3.clean.chl.csv,NA,Digital,ES2_94,14DAI,Soybean,AG4632,DMCC2966,Stationary,25fold,Stem3,isolateRep2,sample1,raw,176.556
283,ES2,DSC_0303.mod.sample.clean.chl.csv,NA,Digital,ES2_95,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem3,isolateRep1,sample1,raw,0
284,ES2,DSC_0303.mod.sample2.clean.chl.csv,NA,Digital,ES2_95,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem3,isolateRep1,sample2,raw,0
285,ES2,DSC_0303.mod.sample3.clean.chl.csv,NA,Digital,ES2_95,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem3,isolateRep1,sample3,raw,0
286,ES2,DSC_0409.mod.sample.clean.chl.csv,NA,Digital,ES2_96,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem3,isolateRep2,sample1,raw,80.934
287,ES2,DSC_0409.mod.sample2.clean.chl.csv,NA,Digital,ES2_96,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem3,isolateRep2,sample2,raw,182.933
288,ES2,DSC_0409.mod.sample3.clean.chl.csv,NA,Digital,ES2_96,14DAI,Soybean,AG4632,DMCC2966,Stationary,100fold,Stem3,isolateRep2,sample3,raw,163.867
289,ES2,DSC_0415.mod.sample.clean.chl.csv,NA,Digital,ES2_97,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem1,isolateRep1,sample1,raw,104.127
290,ES2,DSC_0415.mod.sample2.clean.chl.csv,NA,Digital,ES2_97,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem1,isolateRep1,sample2,raw,240.177
291,ES2,DSC_0415.mod.sample3.clean.chl.csv,NA,Digital,ES2_97,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem1,isolateRep1,sample3,raw,268.776
292,ES2,DSC_0311.mod.sample.clean.chl.csv,NA,Digital,ES2_98,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem1,isolateRep2,sample1,raw,122.089
293,ES2,DSC_0311.mod.sample2.clean.chl.csv,NA,Digital,ES2_98,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem1,isolateRep2,sample2,raw,170.019
294,ES2,DSC_0311.mod.sample3.clean.chl.csv,NA,Digital,ES2_98,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem1,isolateRep2,sample3,raw,86.115
295,ES2,DSC_0511.mod.sample.clean.chl.csv,NA,Digital,ES2_99,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem1,isolateRep1,sample1,raw,137.706
296,ES2,DSC_0511.mod.sample2.clean.chl.csv,NA,Digital,ES2_99,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem1,isolateRep1,sample2,raw,255.542
297,ES2,DSC_0511.mod.sample3.clean.chl.csv,NA,Digital,ES2_99,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem1,isolateRep1,sample3,raw,308.968
298,ES2,DSC_0324.mod.sample.clean.chl.csv,NA,Digital,ES2_100,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem1,isolateRep2,sample1,raw,164.554
299,ES2,DSC_0324.mod.sample2.clean.chl.csv,NA,Digital,ES2_100,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem1,isolateRep2,sample2,raw,266.568
300,ES2,DSC_0324.mod.sample3.clean.chl.csv,NA,Digital,ES2_100,14DAI,Soybean,AG4632,control,Shaking,100fold,Stem1,isolateRep2,sample3,raw,255.369
301,ES2,DSC_0260.mod.sample.clean.chl.csv,NA,Digital,ES2_101,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem2,isolateRep1,sample1,raw,10.113
302,ES2,DSC_0260.mod.sample2.clean.chl.csv,NA,Digital,ES2_101,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem2,isolateRep1,sample2,raw,15.683
303,ES2,DSC_0260.mod.sample3.clean.chl.csv,NA,Digital,ES2_101,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem2,isolateRep1,sample3,raw,0
304,ES2,DSC_0246.sample.clean.chl.csv,NA,Digital,ES2_102,14DAI,Soybean,AG4632,control,Shaking,25fold,Stem2,isolateRep2,sample1,raw,9.534
