No,FileCode,ExpNo,ExpCode,Host,HostVariety,Treatment,Condition,Dilution,techRepNumber,isolateRepNumber,LeafSampleNumber,chl
195,DSC_0317_sample3.chl.csv,ES4,ES4_65,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,IsolateRep2,sample3,278.859
196,DSC_0432_sample1.chl.csv,ES4,ES4_66,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,IsolateRep2,sample1,118.844
197,DSC_0432_sample2.chl.csv,ES4,ES4_66,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,IsolateRep2,sample2,123.291
198,DSC_0432_sample3.chl.csv,ES4,ES4_66,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,IsolateRep2,sample3,105.524
199,NA,ES4,ES4_67,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,IsolateRep2,sample1,NA
200,NA,ES4,ES4_67,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,IsolateRep2,sample2,NA
201,NA,ES4,ES4_67,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,IsolateRep2,sample3,NA
202,DSC_0244_sample1.chl.csv,ES4,ES4_68,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,IsolateRep2,sample1,163.364
203,DSC_0244_sample2.chl.csv,ES4,ES4_68,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,IsolateRep2,sample2,211.293
204,DSC_0244_sample3.chl.csv,ES4,ES4_68,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,IsolateRep2,sample3,176.412
205,NA,ES4,ES4_69,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,IsolateRep2,sample1,NA
206,NA,ES4,ES4_69,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,IsolateRep2,sample2,NA
207,NA,ES4,ES4_69,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,IsolateRep2,sample3,NA
208,DSC_0477_sample1.chl.csv,ES4,ES4_70,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,IsolateRep2,sample1,156.706
209,DSC_0477_sample2.chl.csv,ES4,ES4_70,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,IsolateRep2,sample2,283.672
210,DSC_0477_sample3.chl.csv,ES4,ES4_70,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,IsolateRep2,sample3,254.991
211,DSC_0538_sample1.chl.csv,ES4,ES4_71,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep2,sample1,82.501
212,DSC_0538_sample2.chl.csv,ES4,ES4_71,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep2,sample2,96.603
213,DSC_0538_sample3.chl.csv,ES4,ES4_71,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep2,sample3,0
214,DSC_0510_sample1.chl.csv,ES4,ES4_72,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep2,sample1,87.208
215,DSC_0510_sample2.chl.csv,ES4,ES4_72,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep2,sample2,105.908
216,DSC_0510_sample3.chl.csv,ES4,ES4_72,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep2,sample3,119.778
217,DSC_0292_sample1.chl.csv,ES4,ES4_73,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep2,sample1,111.19
218,DSC_0292_sample2.chl.csv,ES4,ES4_73,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep2,sample2,141.483
219,DSC_0292_sample3.chl.csv,ES4,ES4_73,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep2,sample3,197.847
220,DSC_0209_sample1.chl.csv,ES4,ES4_74,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep2,sample1,128.812
221,DSC_0209_sample2.chl.csv,ES4,ES4_74,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep2,sample2,218.281
222,DSC_0209_sample3.chl.csv,ES4,ES4_74,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep2,sample3,239.756
223,DSC_0308_sample1.chl.csv,ES4,ES4_75,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep2,sample1,134.185
224,DSC_0308_sample2.chl.csv,ES4,ES4_75,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep2,sample2,105.658
225,DSC_0308_sample3.chl.csv,ES4,ES4_75,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep2,sample3,115.586
226,DSC_0384_sample1.chl.csv,ES4,ES4_76,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep2,sample1,173.651
227,DSC_0384_sample2.chl.csv,ES4,ES4_76,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep2,sample2,250.935
228,DSC_0384_sample3.chl.csv,ES4,ES4_76,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep2,sample3,235.682
229,DSC_0183_sample1.chl.csv,ES4,ES4_77,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep2,sample1,53.053
230,DSC_0183_sample2.chl.csv,ES4,ES4_77,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep2,sample2,62.501
231,DSC_0183_sample3.chl.csv,ES4,ES4_77,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep2,sample3,93.345
232,DSC_0516_sample1.chl.csv,ES4,ES4_78,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep2,sample1,168.968
233,DSC_0516_sample2.chl.csv,ES4,ES4_78,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep2,sample2,274.246
234,DSC_0516_sample3.chl.csv,ES4,ES4_78,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep2,sample3,288.847
235,DSC_0364_sample1.chl.csv,ES4,ES4_79,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep2,sample1,64.281
236,DSC_0364_sample2.chl.csv,ES4,ES4_79,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep2,sample2,57.806
237,DSC_0364_sample3.chl.csv,ES4,ES4_79,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep2,sample3,60.98
238,NA,ES4,ES4_80,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep2,sample1,NA
239,NA,ES4,ES4_80,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep2,sample2,NA
240,NA,ES4,ES4_80,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep2,sample3,NA
241,DSC_0504_sample1.chl.csv,ES4,ES4_81,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep2,sample1,66.292
242,DSC_0504_sample2.chl.csv,ES4,ES4_81,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep2,sample2,98.754
243,DSC_0504_sample3.chl.csv,ES4,ES4_81,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep2,sample3,62.048
244,NA,ES4,ES4_82,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep2,sample1,NA
245,NA,ES4,ES4_82,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep2,sample2,NA
246,NA,ES4,ES4_82,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep2,sample3,NA
247,DSC_0403_sample1.chl.csv,ES4,ES4_83,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep2,sample1,78.149
248,DSC_0403_sample2.chl.csv,ES4,ES4_83,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep2,sample2,120.158
249,DSC_0403_sample3.chl.csv,ES4,ES4_83,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep2,sample3,127.201
250,DSC_0284_sample1.chl.csv,ES4,ES4_84,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep2,sample1,86.54
251,DSC_0284_sample2.chl.csv,ES4,ES4_84,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep2,sample2,101.476
252,DSC_0284_sample2.chl.csv,ES4,ES4_84,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep2,sample3,116.412
253,DSC_0544_sample1.chl.csv,ES4,ES4_85,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep2,sample1,119.23
254,DSC_0544_sample2.chl.csv,ES4,ES4_85,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep2,sample2,173.026
255,DSC_0544_sample3.chl.csv,ES4,ES4_85,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep2,sample3,182.91
256,DSC_0232_sample1.chl.csv,ES4,ES4_86,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep2,sample1,137.162
257,DSC_0232_sample2.chl.csv,ES4,ES4_86,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep2,sample2,201.934
258,DSC_0232_sample3.chl.csv,ES4,ES4_86,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep2,sample3,219.33
259,NA,ES4,ES4_87,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep2,sample1,NA
260,NA,ES4,ES4_87,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep2,sample2,NA
261,NA,ES4,ES4_87,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep2,sample3,NA
262,DSC_0173_sample1.chl.csv,ES4,ES4_88,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep2,sample1,260.062
263,DSC_0173_sample2.chl.csv,ES4,ES4_88,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep2,sample2,215.941
264,DSC_0173_sample3.chl.csv,ES4,ES4_88,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep2,sample3,210.251
265,DSC_0464_sample1.chl.csv,ES4,ES4_89,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep2,sample1,135.657
266,DSC_0464_sample2.chl.csv,ES4,ES4_89,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep2,sample2,264.583
267,DSC_0464_sample3.chl.csv,ES4,ES4_89,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep2,sample3,240.548
268,DSC_0554_sample1.chl.csv,ES4,ES4_90,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep2,sample1,64.987
269,DSC_0554_sample2.chl.csv,ES4,ES4_90,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep2,sample2,63.702
270,DSC_0554_sample3.chl.csv,ES4,ES4_90,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep2,sample3,61.016
271,DSC_0221_sample1.chl.csv,ES4,ES4_91,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep2,sample1,75.052
272,DSC_0221_sample2.chl.csv,ES4,ES4_91,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep2,sample2,0
273,DSC_0221_sample3.chl.csv,ES4,ES4_91,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep2,sample3,0
274,NA,ES4,ES4_92,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep2,sample1,NA
275,NA,ES4,ES4_92,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep2,sample2,NA
276,NA,ES4,ES4_92,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep2,sample3,NA
277,NA,ES4,ES4_93,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep2,sample1,NA
278,NA,ES4,ES4_93,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep2,sample2,NA
279,NA,ES4,ES4_93,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep2,sample3,NA
280,DSC_0192_sample1.chl.csv,ES4,ES4_94,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep2,sample1,285.319
281,DSC_0192_sample2.chl.csv,ES4,ES4_94,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep2,sample2,277.45
282,DSC_0192_sample3.chl.csv,ES4,ES4_94,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep2,sample3,207.766
283,DSC_0423_sample1.chl.csv,ES4,ES4_95,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep2,sample1,144.454
284,DSC_0423_sample2.chl.csv,ES4,ES4_95,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep2,sample2,196.161
285,DSC_0423_sample3.chl.csv,ES4,ES4_95,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep2,sample3,242.756
286,DSC_0181_sample1.chl.csv,ES4,ES4_96,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep2,sample1,226.902
287,DSC_0181_sample2.chl.csv,ES4,ES4_96,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep2,sample2,219.861
288,DSC_0181_sample3.chl.csv,ES4,ES4_96,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep2,sample3,252.813
289,NA,ES4,ES4_97,Soybean,AG4632,control,Shaking,100fold,stemRep1,IsolateRep3,sample1,NA
290,NA,ES4,ES4_97,Soybean,AG4632,control,Shaking,100fold,stemRep1,IsolateRep3,sample2,NA
291,NA,ES4,ES4_97,Soybean,AG4632,control,Shaking,100fold,stemRep1,IsolateRep3,sample3,NA
292,DSC_0388_sample1.chl.csv,ES4,ES4_98,Soybean,AG4632,control,Shaking,100fold,stemRep2,IsolateRep3,sample1,89.232
293,DSC_0388_sample2.chl.csv,ES4,ES4_98,Soybean,AG4632,control,Shaking,100fold,stemRep2,IsolateRep3,sample2,143.854
294,DSC_0388_sample3.chl.csv,ES4,ES4_98,Soybean,AG4632,control,Shaking,100fold,stemRep2,IsolateRep3,sample3,157.47
295,DSC_0442_sample1.chl.csv,ES4,ES4_99,Soybean,AG4632,control,Shaking,100fold,stemRep3,IsolateRep3,sample1,168.414
296,DSC_0442_sample2.chl.csv,ES4,ES4_99,Soybean,AG4632,control,Shaking,100fold,stemRep3,IsolateRep3,sample2,229.794
297,DSC_0442_sample3.chl.csv,ES4,ES4_99,Soybean,AG4632,control,Shaking,100fold,stemRep3,IsolateRep3,sample3,234.053
298,DSC_0456_sample1.chl.csv,ES4,ES4_100,Soybean,AG4632,control,Stationary,100fold,stemRep1,IsolateRep3,sample1,170.296
299,DSC_0456_sample2.chl.csv,ES4,ES4_100,Soybean,AG4632,control,Stationary,100fold,stemRep1,IsolateRep3,sample2,314.327
300,DSC_0456_sample3.chl.csv,ES4,ES4_100,Soybean,AG4632,control,Stationary,100fold,stemRep1,IsolateRep3,sample3,291.157
301,DSC_0339_sample1.chl.csv,ES4,ES4_101,Soybean,AG4632,control,Stationary,100fold,stemRep2,IsolateRep3,sample1,89.573
302,DSC_0339_sample2.chl.csv,ES4,ES4_101,Soybean,AG4632,control,Stationary,100fold,stemRep2,IsolateRep3,sample2,59.993
303,DSC_0339_sample3.chl.csv,ES4,ES4_101,Soybean,AG4632,control,Stationary,100fold,stemRep2,IsolateRep3,sample3,122.073
304,DSC_0289_sample1.chl.csv,ES4,ES4_102,Soybean,AG4632,control,Stationary,100fold,stemRep3,IsolateRep3,sample1,302.667
305,DSC_0289_sample2.chl.csv,ES4,ES4_102,Soybean,AG4632,control,Stationary,100fold,stemRep3,IsolateRep3,sample2,270.481
306,DSC_0289_sample3.chl.csv,ES4,ES4_102,Soybean,AG4632,control,Stationary,100fold,stemRep3,IsolateRep3,sample3,188.37
307,DSC_0355_sample1.chl.csv,ES4,ES4_103,Soybean,AG4632,control,Shaking,25fold,stemRep1,IsolateRep3,sample1,156.048
308,DSC_0355_sample2.chl.csv,ES4,ES4_103,Soybean,AG4632,control,Shaking,25fold,stemRep1,IsolateRep3,sample2,196.011
309,DSC_0355_sample3.chl.csv,ES4,ES4_103,Soybean,AG4632,control,Shaking,25fold,stemRep1,IsolateRep3,sample3,252.16
310,NA,ES4,ES4_104,Soybean,AG4632,control,Shaking,25fold,stemRep2,IsolateRep3,sample1,NA
311,NA,ES4,ES4_104,Soybean,AG4632,control,Shaking,25fold,stemRep2,IsolateRep3,sample2,NA
312,NA,ES4,ES4_104,Soybean,AG4632,control,Shaking,25fold,stemRep2,IsolateRep3,sample3,NA
313,DSC_0186_sample1.chl.csv,ES4,ES4_105,Soybean,AG4632,control,Shaking,25fold,stemRep3,IsolateRep3,sample1,210.842
314,DSC_0186_sample2.chl.csv,ES4,ES4_105,Soybean,AG4632,control,Shaking,25fold,stemRep3,IsolateRep3,sample2,256.491
315,DSC_0186_sample3.chl.csv,ES4,ES4_105,Soybean,AG4632,control,Shaking,25fold,stemRep3,IsolateRep3,sample3,230.439
316,DSC_0496_sample1.chl.csv,ES4,ES4_106,Soybean,AG4632,control,Stationary,25fold,stemRep1,IsolateRep3,sample1,196.952
317,DSC_0496_sample2.chl.csv,ES4,ES4_106,Soybean,AG4632,control,Stationary,25fold,stemRep1,IsolateRep3,sample2,286.604
318,DSC_0496_sample3.chl.csv,ES4,ES4_106,Soybean,AG4632,control,Stationary,25fold,stemRep1,IsolateRep3,sample3,281.322
319,DSC_0407_sample1.chl.csv,ES4,ES4_107,Soybean,AG4632,control,Stationary,25fold,stemRep2,IsolateRep3,sample1,171.051
320,DSC_0407_sample2.chl.csv,ES4,ES4_107,Soybean,AG4632,control,Stationary,25fold,stemRep2,IsolateRep3,sample2,204.806
321,DSC_0407_sample3.chl.csv,ES4,ES4_107,Soybean,AG4632,control,Stationary,25fold,stemRep2,IsolateRep3,sample3,279.201
322,DSC_0162_sample1.chl.csv,ES4,ES4_108,Soybean,AG4632,control,Stationary,25fold,stemRep3,IsolateRep3,sample1,146.096
323,DSC_0162_sample2.chl.csv,ES4,ES4_108,Soybean,AG4632,control,Stationary,25fold,stemRep3,IsolateRep3,sample2,173.781
324,DSC_0162_sample3.chl.csv,ES4,ES4_108,Soybean,AG4632,control,Stationary,25fold,stemRep3,IsolateRep3,sample3,169.188
325,DSC_0490_sample1.chl.csv,ES4,ES4_109,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,IsolateRep3,sample1,118.967
326,DSC_0490_sample2.chl.csv,ES4,ES4_109,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,IsolateRep3,sample2,120.892
327,DSC_0490_sample3.chl.csv,ES4,ES4_109,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,IsolateRep3,sample3,109.995
328,DSC_0411_sample1.chl.csv,ES4,ES4_110,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,IsolateRep3,sample1,83.437
329,DSC_0411_sample2.chl.csv,ES4,ES4_110,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,IsolateRep3,sample2,69.7
330,DSC_0411_sample3.chl.csv,ES4,ES4_110,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,IsolateRep3,sample3,72.512
331,DSC_0229_sample1.chl.csv,ES4,ES4_111,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,IsolateRep3,sample1,94.286
332,DSC_0229_sample2.chl.csv,ES4,ES4_111,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,IsolateRep3,sample2,139.222
333,DSC_0229_sample3.chl.csv,ES4,ES4_111,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,IsolateRep3,sample3,150.884
334,DSC_0314_sample1.chl.csv,ES4,ES4_112,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,IsolateRep3,sample1,83.195
335,DSC_0314_sample2.chl.csv,ES4,ES4_112,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,IsolateRep3,sample2,0
336,DSC_0314_sample3.chl.csv,ES4,ES4_112,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,IsolateRep3,sample3,0
337,DSC_0189_sample1.chl.csv,ES4,ES4_113,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,IsolateRep3,sample1,182.503
338,DSC_0189_sample2.chl.csv,ES4,ES4_113,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,IsolateRep3,sample2,268.918
339,DSC_0189_sample3.chl.csv,ES4,ES4_113,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,IsolateRep3,sample3,244.206
340,DSC_0458_sample1.chl.csv,ES4,ES4_114,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,IsolateRep3,sample1,162.287
341,DSC_0458_sample2.chl.csv,ES4,ES4_114,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,IsolateRep3,sample2,320.152
342,DSC_0458_sample3.chl.csv,ES4,ES4_114,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep3,IsolateRep3,sample3,282.529
343,NA,ES4,ES4_115,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,IsolateRep3,sample1,NA
344,NA,ES4,ES4_115,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,IsolateRep3,sample2,NA
345,NA,ES4,ES4_115,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep1,IsolateRep3,sample3,NA
346,DSC_0226_sample1.chl.csv,ES4,ES4_116,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,IsolateRep3,sample1,60.054
347,DSC_0226_sample2.chl.csv,ES4,ES4_116,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,IsolateRep3,sample2,89.947
348,DSC_0226_sample3.chl.csv,ES4,ES4_116,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep2,IsolateRep3,sample3,91.028
349,DSC_0417_sample1.chl.csv,ES4,ES4_117,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,IsolateRep3,sample1,85.44
350,DSC_0417_sample2.chl.csv,ES4,ES4_117,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,IsolateRep3,sample2,105.778
351,DSC_0417_sample3.chl.csv,ES4,ES4_117,Soybean,AG4632,DMCC2126,Shaking,25fold,stemRep3,IsolateRep3,sample3,121.938
352,DSC_0392_sample1.chl.csv,ES4,ES4_118,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,IsolateRep3,sample1,141.32
353,DSC_0392_sample2.chl.csv,ES4,ES4_118,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,IsolateRep3,sample2,184.052
354,DSC_0392_sample3.chl.csv,ES4,ES4_118,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,IsolateRep3,sample3,213.604
355,DSC_0507_sample1.chl.csv,ES4,ES4_119,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep3,sample1,58.28
356,DSC_0507_sample2.chl.csv,ES4,ES4_119,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep3,sample2,70.138
357,DSC_0507_sample3.chl.csv,ES4,ES4_119,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep3,sample3,0
358,DSC_0287_sample1.chl.csv,ES4,ES4_120,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep3,sample1,102.478
359,DSC_0287_sample2.chl.csv,ES4,ES4_120,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep3,sample2,0
360,DSC_0287_sample3.chl.csv,ES4,ES4_120,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep3,sample3,0
361,DSC_0235_sample1.chl.csv,ES4,ES4_121,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep3,sample1,131.6
362,DSC_0235_sample2.chl.csv,ES4,ES4_121,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep3,sample2,138.277
363,DSC_0235_sample3.chl.csv,ES4,ES4_121,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep3,sample3,162.568
364,DSC_0281_sample1.chl.csv,ES4,ES4_122,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep3,sample1,158.199
365,DSC_0281_sample2.chl.csv,ES4,ES4_122,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep3,sample2,215.763
366,DSC_0281_sample3.chl.csv,ES4,ES4_122,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep3,sample3,197.325
367,DSC_0178_sample1.chl.csv,ES4,ES4_123,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep3,sample1,88.156
368,DSC_0178_sample2.chl.csv,ES4,ES4_123,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep3,sample2,127.578
369,DSC_0178_sample3.chl.csv,ES4,ES4_123,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep3,sample3,118.811
370,DSC_0541_sample1.chl.csv,ES4,ES4_124,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep3,sample1,127.731
371,DSC_0541_sample2.chl.csv,ES4,ES4_124,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep3,sample2,178.229
372,DSC_0541_sample3.chl.csv,ES4,ES4_124,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep3,sample3,169.503
373,NA,ES4,ES4_125,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep3,sample1,NA
374,NA,ES4,ES4_125,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep3,sample2,NA
375,NA,ES4,ES4_125,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep3,sample3,NA
376,DSC_0167_sample1.chl.csv,ES4,ES4_126,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep3,sample1,187.417
377,DSC_0167_sample2.chl.csv,ES4,ES4_126,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep3,sample2,155.382
378,DSC_0167_sample3.chl.csv,ES4,ES4_126,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep3,sample3,153.307
379,DSC_0369_sample1.chl.csv,ES4,ES4_127,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep3,sample1,59.936
380,DSC_0369_sample2.chl.csv,ES4,ES4_127,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep3,sample2,65.778
381,DSC_0369_sample3.chl.csv,ES4,ES4_127,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep3,sample3,58.328
382,DSC_0531_sample1.chl.csv,ES4,ES4_128,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep3,sample1,143.511
383,DSC_0531_sample2.chl.csv,ES4,ES4_128,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep3,sample2,217.495
